design,seed,rank_bin,true_proposals,true_promotions
telescoping-fixed,52001121,1-5,5,4
telescoping-fixed,52001121,6-10,5,3
telescoping-fixed,52001121,11-20,5,1
telescoping-fixed,52001121,21-35,1,0
telescoping-fixed,52001121,36-50,0,0
campaign75-fixed-daily,52001121,1-5,5,4
campaign75-fixed-daily,52001121,6-10,5,3
campaign75-fixed-daily,52001121,11-20,5,2
campaign75-fixed-daily,52001121,21-35,1,1
campaign75-fixed-daily,52001121,36-50,0,0
campaign75-geometric-daily,52001121,1-5,5,4
campaign75-geometric-daily,52001121,6-10,5,3
campaign75-geometric-daily,52001121,11-20,5,2
campaign75-geometric-daily,52001121,21-35,1,1
campaign75-geometric-daily,52001121,36-50,0,0
telescoping-fixed,52001122,1-5,5,4
telescoping-fixed,52001122,6-10,3,2
telescoping-fixed,52001122,11-20,7,0
telescoping-fixed,52001122,21-35,1,0
telescoping-fixed,52001122,36-50,0,0
campaign75-fixed-daily,52001122,1-5,5,4
campaign75-fixed-daily,52001122,6-10,3,2
campaign75-fixed-daily,52001122,11-20,7,2
campaign75-fixed-daily,52001122,21-35,1,1
campaign75-fixed-daily,52001122,36-50,0,0
campaign75-geometric-daily,52001122,1-5,5,4
campaign75-geometric-daily,52001122,6-10,3,2
campaign75-geometric-daily,52001122,11-20,7,2
campaign75-geometric-daily,52001122,21-35,1,1
campaign75-geometric-daily,52001122,36-50,0,0
telescoping-fixed,52001123,1-5,5,5
telescoping-fixed,52001123,6-10,5,5
telescoping-fixed,52001123,11-20,5,5
telescoping-fixed,52001123,21-35,1,1
telescoping-fixed,52001123,36-50,0,0
campaign75-fixed-daily,52001123,1-5,5,5
campaign75-fixed-daily,52001123,6-10,5,5
campaign75-fixed-daily,52001123,11-20,5,5
campaign75-fixed-daily,52001123,21-35,1,1
campaign75-fixed-daily,52001123,36-50,0,0
campaign75-geometric-daily,52001123,1-5,5,5
campaign75-geometric-daily,52001123,6-10,5,5
campaign75-geometric-daily,52001123,11-20,5,5
campaign75-geometric-daily,52001123,21-35,1,1
campaign75-geometric-daily,52001123,36-50,0,0
telescoping-fixed,52001124,1-5,5,5
telescoping-fixed,52001124,6-10,5,5
telescoping-fixed,52001124,11-20,5,0
telescoping-fixed,52001124,21-35,1,0
telescoping-fixed,52001124,36-50,0,0
campaign75-fixed-daily,52001124,1-5,5,5
campaign75-fixed-daily,52001124,6-10,5,5
campaign75-fixed-daily,52001124,11-20,5,2
campaign75-fixed-daily,52001124,21-35,1,0
campaign75-fixed-daily,52001124,36-50,0,0
campaign75-geometric-daily,52001124,1-5,5,5
campaign75-geometric-daily,52001124,6-10,5,5
campaign75-geometric-daily,52001124,11-20,5,5
campaign75-geometric-daily,52001124,21-35,1,1
campaign75-geometric-daily,52001124,36-50,0,0
telescoping-fixed,52001125,1-5,5,0
telescoping-fixed,52001125,6-10,5,0
telescoping-fixed,52001125,11-20,5,0
telescoping-fixed,52001125,21-35,1,0
telescoping-fixed,52001125,36-50,0,0
campaign75-fixed-daily,52001125,1-5,5,0
campaign75-fixed-daily,52001125,6-10,5,0
campaign75-fixed-daily,52001125,11-20,5,0
campaign75-fixed-daily,52001125,21-35,1,0
campaign75-fixed-daily,52001125,36-50,0,0
campaign75-geometric-daily,52001125,1-5,5,0
campaign75-geometric-daily,52001125,6-10,5,0
campaign75-geometric-daily,52001125,11-20,5,0
campaign75-geometric-daily,52001125,21-35,1,0
campaign75-geometric-daily,52001125,36-50,0,0
telescoping-fixed,52001126,1-5,5,5
telescoping-fixed,52001126,6-10,5,5
telescoping-fixed,52001126,11-20,6,4
telescoping-fixed,52001126,21-35,0,0
telescoping-fixed,52001126,36-50,0,0
campaign75-fixed-daily,52001126,1-5,5,5
campaign75-fixed-daily,52001126,6-10,5,5
campaign75-fixed-daily,52001126,11-20,6,4
campaign75-fixed-daily,52001126,21-35,0,0
campaign75-fixed-daily,52001126,36-50,0,0
campaign75-geometric-daily,52001126,1-5,5,5
campaign75-geometric-daily,52001126,6-10,5,5
campaign75-geometric-daily,52001126,11-20,6,4
campaign75-geometric-daily,52001126,21-35,0,0
campaign75-geometric-daily,52001126,36-50,0,0
telescoping-fixed,52001127,1-5,5,5
telescoping-fixed,52001127,6-10,5,4
telescoping-fixed,52001127,11-20,4,1
telescoping-fixed,52001127,21-35,2,0
telescoping-fixed,52001127,36-50,0,0
campaign75-fixed-daily,52001127,1-5,5,5
campaign75-fixed-daily,52001127,6-10,5,5
campaign75-fixed-daily,52001127,11-20,4,3
campaign75-fixed-daily,52001127,21-35,2,1
campaign75-fixed-daily,52001127,36-50,0,0
campaign75-geometric-daily,52001127,1-5,5,5
campaign75-geometric-daily,52001127,6-10,5,5
campaign75-geometric-daily,52001127,11-20,4,4
campaign75-geometric-daily,52001127,21-35,2,2
campaign75-geometric-daily,52001127,36-50,0,0
telescoping-fixed,52001128,1-5,5,5
telescoping-fixed,52001128,6-10,5,5
telescoping-fixed,52001128,11-20,5,5
telescoping-fixed,52001128,21-35,1,1
telescoping-fixed,52001128,36-50,0,0
campaign75-fixed-daily,52001128,1-5,5,5
campaign75-fixed-daily,52001128,6-10,5,5
campaign75-fixed-daily,52001128,11-20,5,5
campaign75-fixed-daily,52001128,21-35,1,1
campaign75-fixed-daily,52001128,36-50,0,0
campaign75-geometric-daily,52001128,1-5,5,5
campaign75-geometric-daily,52001128,6-10,5,5
campaign75-geometric-daily,52001128,11-20,5,5
campaign75-geometric-daily,52001128,21-35,1,1
campaign75-geometric-daily,52001128,36-50,0,0
telescoping-fixed,52001129,1-5,5,5
telescoping-fixed,52001129,6-10,5,2
telescoping-fixed,52001129,11-20,4,2
telescoping-fixed,52001129,21-35,2,0
telescoping-fixed,52001129,36-50,0,0
campaign75-fixed-daily,52001129,1-5,5,4
campaign75-fixed-daily,52001129,6-10,5,2
campaign75-fixed-daily,52001129,11-20,4,3
campaign75-fixed-daily,52001129,21-35,2,1
campaign75-fixed-daily,52001129,36-50,0,0
campaign75-geometric-daily,52001129,1-5,5,4
campaign75-geometric-daily,52001129,6-10,5,2
campaign75-geometric-daily,52001129,11-20,4,3
campaign75-geometric-daily,52001129,21-35,2,1
campaign75-geometric-daily,52001129,36-50,0,0
telescoping-fixed,52001130,1-5,5,5
telescoping-fixed,52001130,6-10,5,5
telescoping-fixed,52001130,11-20,4,0
telescoping-fixed,52001130,21-35,2,0
telescoping-fixed,52001130,36-50,0,0
campaign75-fixed-daily,52001130,1-5,5,5
campaign75-fixed-daily,52001130,6-10,5,5
campaign75-fixed-daily,52001130,11-20,4,0
campaign75-fixed-daily,52001130,21-35,2,0
campaign75-fixed-daily,52001130,36-50,0,0
campaign75-geometric-daily,52001130,1-5,5,5
campaign75-geometric-daily,52001130,6-10,5,5
campaign75-geometric-daily,52001130,11-20,4,3
campaign75-geometric-daily,52001130,21-35,2,2
campaign75-geometric-daily,52001130,36-50,0,0
telescoping-fixed,52001131,1-5,5,5
telescoping-fixed,52001131,6-10,5,3
telescoping-fixed,52001131,11-20,6,5
telescoping-fixed,52001131,21-35,0,0
telescoping-fixed,52001131,36-50,0,0
campaign75-fixed-daily,52001131,1-5,5,5
campaign75-fixed-daily,52001131,6-10,5,3
campaign75-fixed-daily,52001131,11-20,6,5
campaign75-fixed-daily,52001131,21-35,0,0
campaign75-fixed-daily,52001131,36-50,0,0
campaign75-geometric-daily,52001131,1-5,5,5
campaign75-geometric-daily,52001131,6-10,5,3
campaign75-geometric-daily,52001131,11-20,6,5
campaign75-geometric-daily,52001131,21-35,0,0
campaign75-geometric-daily,52001131,36-50,0,0
telescoping-fixed,52001132,1-5,5,5
telescoping-fixed,52001132,6-10,5,5
telescoping-fixed,52001132,11-20,6,4
telescoping-fixed,52001132,21-35,0,0
telescoping-fixed,52001132,36-50,0,0
campaign75-fixed-daily,52001132,1-5,5,5
campaign75-fixed-daily,52001132,6-10,5,5
campaign75-fixed-daily,52001132,11-20,6,6
campaign75-fixed-daily,52001132,21-35,0,0
campaign75-fixed-daily,52001132,36-50,0,0
campaign75-geometric-daily,52001132,1-5,5,5
campaign75-geometric-daily,52001132,6-10,5,5
campaign75-geometric-daily,52001132,11-20,6,6
campaign75-geometric-daily,52001132,21-35,0,0
campaign75-geometric-daily,52001132,36-50,0,0
telescoping-fixed,52001133,1-5,5,5
telescoping-fixed,52001133,6-10,5,5
telescoping-fixed,52001133,11-20,6,0
telescoping-fixed,52001133,21-35,0,0
telescoping-fixed,52001133,36-50,0,0
campaign75-fixed-daily,52001133,1-5,5,5
campaign75-fixed-daily,52001133,6-10,5,5
campaign75-fixed-daily,52001133,11-20,6,4
campaign75-fixed-daily,52001133,21-35,0,0
campaign75-fixed-daily,52001133,36-50,0,0
campaign75-geometric-daily,52001133,1-5,5,5
campaign75-geometric-daily,52001133,6-10,5,5
campaign75-geometric-daily,52001133,11-20,6,4
campaign75-geometric-daily,52001133,21-35,0,0
campaign75-geometric-daily,52001133,36-50,0,0
telescoping-fixed,52001134,1-5,5,5
telescoping-fixed,52001134,6-10,4,2
telescoping-fixed,52001134,11-20,6,1
telescoping-fixed,52001134,21-35,1,0
telescoping-fixed,52001134,36-50,0,0
campaign75-fixed-daily,52001134,1-5,5,5
campaign75-fixed-daily,52001134,6-10,4,3
campaign75-fixed-daily,52001134,11-20,6,2
campaign75-fixed-daily,52001134,21-35,1,0
campaign75-fixed-daily,52001134,36-50,0,0
campaign75-geometric-daily,52001134,1-5,5,5
campaign75-geometric-daily,52001134,6-10,4,3
campaign75-geometric-daily,52001134,11-20,6,4
campaign75-geometric-daily,52001134,21-35,1,0
campaign75-geometric-daily,52001134,36-50,0,0
telescoping-fixed,52001135,1-5,5,3
telescoping-fixed,52001135,6-10,5,2
telescoping-fixed,52001135,11-20,6,2
telescoping-fixed,52001135,21-35,0,0
telescoping-fixed,52001135,36-50,0,0
campaign75-fixed-daily,52001135,1-5,5,3
campaign75-fixed-daily,52001135,6-10,5,3
campaign75-fixed-daily,52001135,11-20,6,5
campaign75-fixed-daily,52001135,21-35,0,0
campaign75-fixed-daily,52001135,36-50,0,0
campaign75-geometric-daily,52001135,1-5,5,3
campaign75-geometric-daily,52001135,6-10,5,3
campaign75-geometric-daily,52001135,11-20,6,5
campaign75-geometric-daily,52001135,21-35,0,0
campaign75-geometric-daily,52001135,36-50,0,0
telescoping-fixed,52001136,1-5,5,5
telescoping-fixed,52001136,6-10,5,2
telescoping-fixed,52001136,11-20,5,0
telescoping-fixed,52001136,21-35,1,0
telescoping-fixed,52001136,36-50,0,0
campaign75-fixed-daily,52001136,1-5,5,5
campaign75-fixed-daily,52001136,6-10,5,2
campaign75-fixed-daily,52001136,11-20,5,1
campaign75-fixed-daily,52001136,21-35,1,0
campaign75-fixed-daily,52001136,36-50,0,0
campaign75-geometric-daily,52001136,1-5,5,5
campaign75-geometric-daily,52001136,6-10,5,4
campaign75-geometric-daily,52001136,11-20,5,3
campaign75-geometric-daily,52001136,21-35,1,1
campaign75-geometric-daily,52001136,36-50,0,0
telescoping-fixed,52001137,1-5,5,5
telescoping-fixed,52001137,6-10,5,4
telescoping-fixed,52001137,11-20,4,1
telescoping-fixed,52001137,21-35,2,0
telescoping-fixed,52001137,36-50,0,0
campaign75-fixed-daily,52001137,1-5,5,5
campaign75-fixed-daily,52001137,6-10,5,4
campaign75-fixed-daily,52001137,11-20,4,4
campaign75-fixed-daily,52001137,21-35,2,0
campaign75-fixed-daily,52001137,36-50,0,0
campaign75-geometric-daily,52001137,1-5,5,5
campaign75-geometric-daily,52001137,6-10,5,5
campaign75-geometric-daily,52001137,11-20,4,4
campaign75-geometric-daily,52001137,21-35,2,1
campaign75-geometric-daily,52001137,36-50,0,0
telescoping-fixed,52001138,1-5,5,5
telescoping-fixed,52001138,6-10,5,4
telescoping-fixed,52001138,11-20,4,1
telescoping-fixed,52001138,21-35,2,0
telescoping-fixed,52001138,36-50,0,0
campaign75-fixed-daily,52001138,1-5,5,5
campaign75-fixed-daily,52001138,6-10,5,4
campaign75-fixed-daily,52001138,11-20,4,3
campaign75-fixed-daily,52001138,21-35,2,0
campaign75-fixed-daily,52001138,36-50,0,0
campaign75-geometric-daily,52001138,1-5,5,5
campaign75-geometric-daily,52001138,6-10,5,4
campaign75-geometric-daily,52001138,11-20,4,3
campaign75-geometric-daily,52001138,21-35,2,1
campaign75-geometric-daily,52001138,36-50,0,0
telescoping-fixed,52001139,1-5,5,2
telescoping-fixed,52001139,6-10,5,0
telescoping-fixed,52001139,11-20,6,0
telescoping-fixed,52001139,21-35,0,0
telescoping-fixed,52001139,36-50,0,0
campaign75-fixed-daily,52001139,1-5,5,2
campaign75-fixed-daily,52001139,6-10,5,0
campaign75-fixed-daily,52001139,11-20,6,0
campaign75-fixed-daily,52001139,21-35,0,0
campaign75-fixed-daily,52001139,36-50,0,0
campaign75-geometric-daily,52001139,1-5,5,1
campaign75-geometric-daily,52001139,6-10,5,0
campaign75-geometric-daily,52001139,11-20,6,1
campaign75-geometric-daily,52001139,21-35,0,0
campaign75-geometric-daily,52001139,36-50,0,0
telescoping-fixed,52001140,1-5,5,5
telescoping-fixed,52001140,6-10,5,3
telescoping-fixed,52001140,11-20,4,2
telescoping-fixed,52001140,21-35,2,0
telescoping-fixed,52001140,36-50,0,0
campaign75-fixed-daily,52001140,1-5,5,5
campaign75-fixed-daily,52001140,6-10,5,4
campaign75-fixed-daily,52001140,11-20,4,4
campaign75-fixed-daily,52001140,21-35,2,2
campaign75-fixed-daily,52001140,36-50,0,0
campaign75-geometric-daily,52001140,1-5,5,5
campaign75-geometric-daily,52001140,6-10,5,4
campaign75-geometric-daily,52001140,11-20,4,4
campaign75-geometric-daily,52001140,21-35,2,1
campaign75-geometric-daily,52001140,36-50,0,0
telescoping-fixed,52001141,1-5,5,5
telescoping-fixed,52001141,6-10,5,3
telescoping-fixed,52001141,11-20,5,1
telescoping-fixed,52001141,21-35,1,0
telescoping-fixed,52001141,36-50,0,0
campaign75-fixed-daily,52001141,1-5,5,4
campaign75-fixed-daily,52001141,6-10,5,3
campaign75-fixed-daily,52001141,11-20,5,1
campaign75-fixed-daily,52001141,21-35,1,0
campaign75-fixed-daily,52001141,36-50,0,0
campaign75-geometric-daily,52001141,1-5,5,4
campaign75-geometric-daily,52001141,6-10,5,5
campaign75-geometric-daily,52001141,11-20,5,2
campaign75-geometric-daily,52001141,21-35,1,0
campaign75-geometric-daily,52001141,36-50,0,0
telescoping-fixed,52001142,1-5,5,4
telescoping-fixed,52001142,6-10,5,4
telescoping-fixed,52001142,11-20,4,2
telescoping-fixed,52001142,21-35,1,0
telescoping-fixed,52001142,36-50,1,0
campaign75-fixed-daily,52001142,1-5,5,4
campaign75-fixed-daily,52001142,6-10,5,4
campaign75-fixed-daily,52001142,11-20,4,3
campaign75-fixed-daily,52001142,21-35,1,0
campaign75-fixed-daily,52001142,36-50,1,0
campaign75-geometric-daily,52001142,1-5,5,4
campaign75-geometric-daily,52001142,6-10,5,4
campaign75-geometric-daily,52001142,11-20,4,2
campaign75-geometric-daily,52001142,21-35,1,0
campaign75-geometric-daily,52001142,36-50,1,0
telescoping-fixed,52001143,1-5,5,5
telescoping-fixed,52001143,6-10,5,5
telescoping-fixed,52001143,11-20,5,3
telescoping-fixed,52001143,21-35,1,0
telescoping-fixed,52001143,36-50,0,0
campaign75-fixed-daily,52001143,1-5,5,5
campaign75-fixed-daily,52001143,6-10,5,5
campaign75-fixed-daily,52001143,11-20,5,4
campaign75-fixed-daily,52001143,21-35,1,1
campaign75-fixed-daily,52001143,36-50,0,0
campaign75-geometric-daily,52001143,1-5,5,5
campaign75-geometric-daily,52001143,6-10,5,5
campaign75-geometric-daily,52001143,11-20,5,4
campaign75-geometric-daily,52001143,21-35,1,1
campaign75-geometric-daily,52001143,36-50,0,0
telescoping-fixed,52001144,1-5,5,4
telescoping-fixed,52001144,6-10,5,5
telescoping-fixed,52001144,11-20,5,4
telescoping-fixed,52001144,21-35,1,0
telescoping-fixed,52001144,36-50,0,0
campaign75-fixed-daily,52001144,1-5,5,4
campaign75-fixed-daily,52001144,6-10,5,5
campaign75-fixed-daily,52001144,11-20,5,5
campaign75-fixed-daily,52001144,21-35,1,1
campaign75-fixed-daily,52001144,36-50,0,0
campaign75-geometric-daily,52001144,1-5,5,4
campaign75-geometric-daily,52001144,6-10,5,5
campaign75-geometric-daily,52001144,11-20,5,5
campaign75-geometric-daily,52001144,21-35,1,1
campaign75-geometric-daily,52001144,36-50,0,0
telescoping-fixed,52001145,1-5,5,5
telescoping-fixed,52001145,6-10,5,5
telescoping-fixed,52001145,11-20,5,5
telescoping-fixed,52001145,21-35,1,0
telescoping-fixed,52001145,36-50,0,0
campaign75-fixed-daily,52001145,1-5,5,5
campaign75-fixed-daily,52001145,6-10,5,5
campaign75-fixed-daily,52001145,11-20,5,5
campaign75-fixed-daily,52001145,21-35,1,1
campaign75-fixed-daily,52001145,36-50,0,0
campaign75-geometric-daily,52001145,1-5,5,5
campaign75-geometric-daily,52001145,6-10,5,5
campaign75-geometric-daily,52001145,11-20,5,5
campaign75-geometric-daily,52001145,21-35,1,1
campaign75-geometric-daily,52001145,36-50,0,0
telescoping-fixed,52001146,1-5,5,2
telescoping-fixed,52001146,6-10,5,1
telescoping-fixed,52001146,11-20,4,0
telescoping-fixed,52001146,21-35,2,0
telescoping-fixed,52001146,36-50,0,0
campaign75-fixed-daily,52001146,1-5,5,2
campaign75-fixed-daily,52001146,6-10,5,1
campaign75-fixed-daily,52001146,11-20,4,1
campaign75-fixed-daily,52001146,21-35,2,0
campaign75-fixed-daily,52001146,36-50,0,0
campaign75-geometric-daily,52001146,1-5,5,2
campaign75-geometric-daily,52001146,6-10,5,1
campaign75-geometric-daily,52001146,11-20,4,1
campaign75-geometric-daily,52001146,21-35,2,0
campaign75-geometric-daily,52001146,36-50,0,0
telescoping-fixed,52001147,1-5,5,5
telescoping-fixed,52001147,6-10,5,5
telescoping-fixed,52001147,11-20,5,4
telescoping-fixed,52001147,21-35,1,0
telescoping-fixed,52001147,36-50,0,0
campaign75-fixed-daily,52001147,1-5,5,5
campaign75-fixed-daily,52001147,6-10,5,5
campaign75-fixed-daily,52001147,11-20,5,4
campaign75-fixed-daily,52001147,21-35,1,1
campaign75-fixed-daily,52001147,36-50,0,0
campaign75-geometric-daily,52001147,1-5,5,5
campaign75-geometric-daily,52001147,6-10,5,5
campaign75-geometric-daily,52001147,11-20,5,4
campaign75-geometric-daily,52001147,21-35,1,1
campaign75-geometric-daily,52001147,36-50,0,0
telescoping-fixed,52001148,1-5,5,5
telescoping-fixed,52001148,6-10,5,2
telescoping-fixed,52001148,11-20,6,0
telescoping-fixed,52001148,21-35,0,0
telescoping-fixed,52001148,36-50,0,0
campaign75-fixed-daily,52001148,1-5,5,4
campaign75-fixed-daily,52001148,6-10,5,2
campaign75-fixed-daily,52001148,11-20,6,0
campaign75-fixed-daily,52001148,21-35,0,0
campaign75-fixed-daily,52001148,36-50,0,0
campaign75-geometric-daily,52001148,1-5,5,4
campaign75-geometric-daily,52001148,6-10,5,3
campaign75-geometric-daily,52001148,11-20,6,2
campaign75-geometric-daily,52001148,21-35,0,0
campaign75-geometric-daily,52001148,36-50,0,0
telescoping-fixed,52001149,1-5,5,1
telescoping-fixed,52001149,6-10,5,0
telescoping-fixed,52001149,11-20,5,0
telescoping-fixed,52001149,21-35,1,0
telescoping-fixed,52001149,36-50,0,0
campaign75-fixed-daily,52001149,1-5,5,1
campaign75-fixed-daily,52001149,6-10,5,0
campaign75-fixed-daily,52001149,11-20,5,0
campaign75-fixed-daily,52001149,21-35,1,0
campaign75-fixed-daily,52001149,36-50,0,0
campaign75-geometric-daily,52001149,1-5,5,1
campaign75-geometric-daily,52001149,6-10,5,0
campaign75-geometric-daily,52001149,11-20,5,0
campaign75-geometric-daily,52001149,21-35,1,0
campaign75-geometric-daily,52001149,36-50,0,0
telescoping-fixed,52001150,1-5,5,5
telescoping-fixed,52001150,6-10,4,4
telescoping-fixed,52001150,11-20,7,5
telescoping-fixed,52001150,21-35,0,0
telescoping-fixed,52001150,36-50,0,0
campaign75-fixed-daily,52001150,1-5,5,5
campaign75-fixed-daily,52001150,6-10,4,4
campaign75-fixed-daily,52001150,11-20,7,6
campaign75-fixed-daily,52001150,21-35,0,0
campaign75-fixed-daily,52001150,36-50,0,0
campaign75-geometric-daily,52001150,1-5,5,5
campaign75-geometric-daily,52001150,6-10,4,4
campaign75-geometric-daily,52001150,11-20,7,6
campaign75-geometric-daily,52001150,21-35,0,0
campaign75-geometric-daily,52001150,36-50,0,0
telescoping-fixed,52001151,1-5,5,4
telescoping-fixed,52001151,6-10,5,3
telescoping-fixed,52001151,11-20,6,2
telescoping-fixed,52001151,21-35,0,0
telescoping-fixed,52001151,36-50,0,0
campaign75-fixed-daily,52001151,1-5,5,4
campaign75-fixed-daily,52001151,6-10,5,3
campaign75-fixed-daily,52001151,11-20,6,4
campaign75-fixed-daily,52001151,21-35,0,0
campaign75-fixed-daily,52001151,36-50,0,0
campaign75-geometric-daily,52001151,1-5,5,4
campaign75-geometric-daily,52001151,6-10,5,3
campaign75-geometric-daily,52001151,11-20,6,4
campaign75-geometric-daily,52001151,21-35,0,0
campaign75-geometric-daily,52001151,36-50,0,0
telescoping-fixed,52001152,1-5,5,4
telescoping-fixed,52001152,6-10,5,3
telescoping-fixed,52001152,11-20,5,0
telescoping-fixed,52001152,21-35,1,0
telescoping-fixed,52001152,36-50,0,0
campaign75-fixed-daily,52001152,1-5,5,4
campaign75-fixed-daily,52001152,6-10,5,3
campaign75-fixed-daily,52001152,11-20,5,0
campaign75-fixed-daily,52001152,21-35,1,0
campaign75-fixed-daily,52001152,36-50,0,0
campaign75-geometric-daily,52001152,1-5,5,4
campaign75-geometric-daily,52001152,6-10,5,4
campaign75-geometric-daily,52001152,11-20,5,5
campaign75-geometric-daily,52001152,21-35,1,0
campaign75-geometric-daily,52001152,36-50,0,0
telescoping-fixed,52001153,1-5,5,0
telescoping-fixed,52001153,6-10,5,0
telescoping-fixed,52001153,11-20,5,0
telescoping-fixed,52001153,21-35,1,0
telescoping-fixed,52001153,36-50,0,0
campaign75-fixed-daily,52001153,1-5,5,0
campaign75-fixed-daily,52001153,6-10,5,0
campaign75-fixed-daily,52001153,11-20,5,0
campaign75-fixed-daily,52001153,21-35,1,0
campaign75-fixed-daily,52001153,36-50,0,0
campaign75-geometric-daily,52001153,1-5,5,0
campaign75-geometric-daily,52001153,6-10,5,0
campaign75-geometric-daily,52001153,11-20,5,0
campaign75-geometric-daily,52001153,21-35,1,0
campaign75-geometric-daily,52001153,36-50,0,0
telescoping-fixed,52001154,1-5,5,3
telescoping-fixed,52001154,6-10,5,2
telescoping-fixed,52001154,11-20,5,1
telescoping-fixed,52001154,21-35,1,0
telescoping-fixed,52001154,36-50,0,0
campaign75-fixed-daily,52001154,1-5,5,3
campaign75-fixed-daily,52001154,6-10,5,2
campaign75-fixed-daily,52001154,11-20,5,1
campaign75-fixed-daily,52001154,21-35,1,0
campaign75-fixed-daily,52001154,36-50,0,0
campaign75-geometric-daily,52001154,1-5,5,3
campaign75-geometric-daily,52001154,6-10,5,2
campaign75-geometric-daily,52001154,11-20,5,1
campaign75-geometric-daily,52001154,21-35,1,0
campaign75-geometric-daily,52001154,36-50,0,0
telescoping-fixed,52001155,1-5,5,1
telescoping-fixed,52001155,6-10,5,0
telescoping-fixed,52001155,11-20,6,0
telescoping-fixed,52001155,21-35,0,0
telescoping-fixed,52001155,36-50,0,0
campaign75-fixed-daily,52001155,1-5,5,0
campaign75-fixed-daily,52001155,6-10,5,0
campaign75-fixed-daily,52001155,11-20,6,0
campaign75-fixed-daily,52001155,21-35,0,0
campaign75-fixed-daily,52001155,36-50,0,0
campaign75-geometric-daily,52001155,1-5,5,0
campaign75-geometric-daily,52001155,6-10,5,0
campaign75-geometric-daily,52001155,11-20,6,0
campaign75-geometric-daily,52001155,21-35,0,0
campaign75-geometric-daily,52001155,36-50,0,0
telescoping-fixed,52001156,1-5,5,5
telescoping-fixed,52001156,6-10,3,2
telescoping-fixed,52001156,11-20,8,3
telescoping-fixed,52001156,21-35,0,0
telescoping-fixed,52001156,36-50,0,0
campaign75-fixed-daily,52001156,1-5,5,5
campaign75-fixed-daily,52001156,6-10,3,2
campaign75-fixed-daily,52001156,11-20,8,5
campaign75-fixed-daily,52001156,21-35,0,0
campaign75-fixed-daily,52001156,36-50,0,0
campaign75-geometric-daily,52001156,1-5,5,5
campaign75-geometric-daily,52001156,6-10,3,2
campaign75-geometric-daily,52001156,11-20,8,5
campaign75-geometric-daily,52001156,21-35,0,0
campaign75-geometric-daily,52001156,36-50,0,0
telescoping-fixed,52001157,1-5,5,5
telescoping-fixed,52001157,6-10,5,5
telescoping-fixed,52001157,11-20,6,6
telescoping-fixed,52001157,21-35,0,0
telescoping-fixed,52001157,36-50,0,0
campaign75-fixed-daily,52001157,1-5,5,5
campaign75-fixed-daily,52001157,6-10,5,5
campaign75-fixed-daily,52001157,11-20,6,6
campaign75-fixed-daily,52001157,21-35,0,0
campaign75-fixed-daily,52001157,36-50,0,0
campaign75-geometric-daily,52001157,1-5,5,5
campaign75-geometric-daily,52001157,6-10,5,5
campaign75-geometric-daily,52001157,11-20,6,6
campaign75-geometric-daily,52001157,21-35,0,0
campaign75-geometric-daily,52001157,36-50,0,0
telescoping-fixed,52001158,1-5,5,2
telescoping-fixed,52001158,6-10,4,1
telescoping-fixed,52001158,11-20,5,0
telescoping-fixed,52001158,21-35,2,0
telescoping-fixed,52001158,36-50,0,0
campaign75-fixed-daily,52001158,1-5,5,2
campaign75-fixed-daily,52001158,6-10,4,1
campaign75-fixed-daily,52001158,11-20,5,0
campaign75-fixed-daily,52001158,21-35,2,0
campaign75-fixed-daily,52001158,36-50,0,0
campaign75-geometric-daily,52001158,1-5,5,2
campaign75-geometric-daily,52001158,6-10,4,1
campaign75-geometric-daily,52001158,11-20,5,0
campaign75-geometric-daily,52001158,21-35,2,0
campaign75-geometric-daily,52001158,36-50,0,0
telescoping-fixed,52001159,1-5,5,3
telescoping-fixed,52001159,6-10,5,3
telescoping-fixed,52001159,11-20,6,4
telescoping-fixed,52001159,21-35,0,0
telescoping-fixed,52001159,36-50,0,0
campaign75-fixed-daily,52001159,1-5,5,3
campaign75-fixed-daily,52001159,6-10,5,5
campaign75-fixed-daily,52001159,11-20,6,6
campaign75-fixed-daily,52001159,21-35,0,0
campaign75-fixed-daily,52001159,36-50,0,0
campaign75-geometric-daily,52001159,1-5,5,3
campaign75-geometric-daily,52001159,6-10,5,5
campaign75-geometric-daily,52001159,11-20,6,6
campaign75-geometric-daily,52001159,21-35,0,0
campaign75-geometric-daily,52001159,36-50,0,0
telescoping-fixed,52001160,1-5,5,5
telescoping-fixed,52001160,6-10,4,4
telescoping-fixed,52001160,11-20,5,4
telescoping-fixed,52001160,21-35,2,0
telescoping-fixed,52001160,36-50,0,0
campaign75-fixed-daily,52001160,1-5,5,5
campaign75-fixed-daily,52001160,6-10,4,4
campaign75-fixed-daily,52001160,11-20,5,5
campaign75-fixed-daily,52001160,21-35,2,2
campaign75-fixed-daily,52001160,36-50,0,0
campaign75-geometric-daily,52001160,1-5,5,5
campaign75-geometric-daily,52001160,6-10,4,4
campaign75-geometric-daily,52001160,11-20,5,5
campaign75-geometric-daily,52001160,21-35,2,2
campaign75-geometric-daily,52001160,36-50,0,0
telescoping-fixed,52001161,1-5,5,2
telescoping-fixed,52001161,6-10,5,0
telescoping-fixed,52001161,11-20,5,0
telescoping-fixed,52001161,21-35,1,0
telescoping-fixed,52001161,36-50,0,0
campaign75-fixed-daily,52001161,1-5,5,1
campaign75-fixed-daily,52001161,6-10,5,0
campaign75-fixed-daily,52001161,11-20,5,0
