q,method,fdp,end_to_end_power,discoveries,delay_days,seed
0.175,SAFE-ALPHA,0,0.5,8,679.75,315932
0.175,Matched terminal weighted e-BH,0,0,0,,315932
0.2,SAFE-ALPHA,0,0.5,8,677.25,315932
0.2,Matched terminal weighted e-BH,0,0,0,,315932
0.01,SAFE-ALPHA,0,0.5625,9,906.555555556,315933
0.01,Matched terminal weighted e-BH,0,0.1875,3,1184,315933
0.025,SAFE-ALPHA,0,0.625,10,748.5,315933
0.025,Matched terminal weighted e-BH,0,0.5,8,1185.875,315933
0.05,SAFE-ALPHA,0,0.6875,11,664.636363636,315933
0.05,Matched terminal weighted e-BH,0,0.625,10,1179.5,315933
0.075,SAFE-ALPHA,0,0.75,12,651.416666667,315933
0.075,Matched terminal weighted e-BH,0,0.625,10,1179.5,315933
0.1,SAFE-ALPHA,0,0.8125,13,671.384615385,315933
0.1,Matched terminal weighted e-BH,0,0.625,10,1179.5,315933
0.125,SAFE-ALPHA,0,0.875,14,630.642857143,315933
0.125,Matched terminal weighted e-BH,0,0.6875,11,1174.45454545,315933
0.15,SAFE-ALPHA,0,0.875,14,581,315933
0.15,Matched terminal weighted e-BH,0,0.75,12,1161.5,315933
0.175,SAFE-ALPHA,0,0.875,14,575.285714286,315933
0.175,Matched terminal weighted e-BH,0,0.8125,13,1162.07692308,315933
0.2,SAFE-ALPHA,0,0.875,14,567.785714286,315933
0.2,Matched terminal weighted e-BH,0,0.8125,13,1162.07692308,315933
0.01,SAFE-ALPHA,0,0.0625,1,921,315934
0.01,Matched terminal weighted e-BH,0,0,0,,315934
0.025,SAFE-ALPHA,0,0.125,2,693.5,315934
0.025,Matched terminal weighted e-BH,0,0,0,,315934
0.05,SAFE-ALPHA,0,0.1875,3,639.333333333,315934
0.05,Matched terminal weighted e-BH,0,0.125,2,1251.5,315934
0.075,SAFE-ALPHA,0,0.3125,5,708,315934
0.075,Matched terminal weighted e-BH,0,0.1875,3,1229,315934
0.1,SAFE-ALPHA,0,0.3125,5,619,315934
0.1,Matched terminal weighted e-BH,0,0.1875,3,1229,315934
0.125,SAFE-ALPHA,0,0.375,6,553.5,315934
0.125,Matched terminal weighted e-BH,0,0.3125,5,1202,315934
0.15,SAFE-ALPHA,0,0.5625,9,469.333333333,315934
0.15,Matched terminal weighted e-BH,0,0.3125,5,1202,315934
0.175,SAFE-ALPHA,0,0.5625,9,448.777777778,315934
0.175,Matched terminal weighted e-BH,0,0.3125,5,1202,315934
0.2,SAFE-ALPHA,0,0.5625,9,421.555555556,315934
0.2,Matched terminal weighted e-BH,0,0.3125,5,1202,315934
0.01,SAFE-ALPHA,0,0.375,6,921,315935
0.01,Matched terminal weighted e-BH,0,0.375,6,1189,315935
0.025,SAFE-ALPHA,0,0.4375,7,873.142857143,315935
0.025,Matched terminal weighted e-BH,0,0.4375,7,1196.85714286,315935
0.05,SAFE-ALPHA,0,0.5,8,631.625,315935
0.05,Matched terminal weighted e-BH,0,0.4375,7,1196.85714286,315935
0.075,SAFE-ALPHA,0,0.625,10,599,315935
0.075,Matched terminal weighted e-BH,0,0.5,8,1187.75,315935
0.1,SAFE-ALPHA,0,0.8125,13,643.692307692,315935
0.1,Matched terminal weighted e-BH,0,0.5,8,1187.75,315935
0.125,SAFE-ALPHA,0,0.8125,13,638.307692308,315935
0.125,Matched terminal weighted e-BH,0,0.8125,13,1162.07692308,315935
0.15,SAFE-ALPHA,0,0.8125,13,580.230769231,315935
0.15,Matched terminal weighted e-BH,0,0.8125,13,1162.07692308,315935
0.175,SAFE-ALPHA,0,0.8125,13,574.461538462,315935
0.175,Matched terminal weighted e-BH,0,0.8125,13,1162.07692308,315935
0.2,SAFE-ALPHA,0,0.8125,13,524.461538462,315935
0.2,Matched terminal weighted e-BH,0,0.8125,13,1162.07692308,315935
0.01,SAFE-ALPHA,0,0.125,2,616,315936
0.01,Matched terminal weighted e-BH,0,0,0,,315936
0.025,SAFE-ALPHA,0,0.125,2,586,315936
0.025,Matched terminal weighted e-BH,0,0.0625,1,1259,315936
0.05,SAFE-ALPHA,0,0.1875,3,321,315936
0.05,Matched terminal weighted e-BH,0,0.125,2,1236.5,315936
0.075,SAFE-ALPHA,0,0.25,4,439.75,315936
0.075,Matched terminal weighted e-BH,0,0.125,2,1236.5,315936
0.1,SAFE-ALPHA,0,0.25,4,413.5,315936
0.1,Matched terminal weighted e-BH,0,0.125,2,1236.5,315936
0.125,SAFE-ALPHA,0,0.25,4,411,315936
0.125,Matched terminal weighted e-BH,0,0.125,2,1236.5,315936
0.15,SAFE-ALPHA,0,0.25,4,398.5,315936
0.15,Matched terminal weighted e-BH,0,0.125,2,1236.5,315936
0.175,SAFE-ALPHA,0,0.3125,5,460,315936
0.175,Matched terminal weighted e-BH,0,0.125,2,1236.5,315936
0.2,SAFE-ALPHA,0,0.375,6,516,315936
0.2,Matched terminal weighted e-BH,0,0.125,2,1236.5,315936
0.01,SAFE-ALPHA,0,0.3125,5,901,315937
0.01,Matched terminal weighted e-BH,0,0.3125,5,1202,315937
0.025,SAFE-ALPHA,0,0.5625,9,792.666666667,315937
0.025,Matched terminal weighted e-BH,0,0.5625,9,1164,315937
0.05,SAFE-ALPHA,0,0.625,10,731,315937
0.05,Matched terminal weighted e-BH,0,0.625,10,1167.5,315937
0.075,SAFE-ALPHA,0,0.625,10,721,315937
0.075,Matched terminal weighted e-BH,0,0.625,10,1167.5,315937
0.1,SAFE-ALPHA,0,0.625,10,711.5,315937
0.1,Matched terminal weighted e-BH,0,0.625,10,1167.5,315937
0.125,SAFE-ALPHA,0,0.6875,11,734.636363636,315937
0.125,Matched terminal weighted e-BH,0,0.625,10,1167.5,315937
0.15,SAFE-ALPHA,0,0.6875,11,717.818181818,315937
0.15,Matched terminal weighted e-BH,0,0.625,10,1167.5,315937
0.175,SAFE-ALPHA,0,0.6875,11,705.545454545,315937
0.175,Matched terminal weighted e-BH,0,0.625,10,1167.5,315937
0.2,SAFE-ALPHA,0,0.6875,11,695.090909091,315937
0.2,Matched terminal weighted e-BH,0,0.6875,11,1160.81818182,315937
0.01,SAFE-ALPHA,0,0.4375,7,791.714285714,315938
0.01,Matched terminal weighted e-BH,0,0.375,6,1201.5,315938
0.025,SAFE-ALPHA,0,0.5625,9,776.555555556,315938
0.025,Matched terminal weighted e-BH,0,0.5625,9,1182.33333333,315938
0.05,SAFE-ALPHA,0,0.75,12,731.833333333,315938
0.05,Matched terminal weighted e-BH,0,0.6875,11,1154,315938
0.075,SAFE-ALPHA,0,0.75,12,644.333333333,315938
0.075,Matched terminal weighted e-BH,0,0.75,12,1155.25,315938
0.1,SAFE-ALPHA,0,0.75,12,600.583333333,315938
0.1,Matched terminal weighted e-BH,0,0.75,12,1155.25,315938
0.125,SAFE-ALPHA,0,0.75,12,556.833333333,315938
0.125,Matched terminal weighted e-BH,0,0.75,12,1155.25,315938
0.15,SAFE-ALPHA,0,0.75,12,527.666666667,315938
0.15,Matched terminal weighted e-BH,0,0.75,12,1155.25,315938
0.175,SAFE-ALPHA,0,0.8125,13,530.230769231,315938
0.175,Matched terminal weighted e-BH,0,0.75,12,1155.25,315938
0.2,SAFE-ALPHA,0,0.875,14,534.928571429,315938
0.2,Matched terminal weighted e-BH,0,0.75,12,1155.25,315938
0.01,SAFE-ALPHA,0,0.8125,13,731,315939
0.01,Matched terminal weighted e-BH,0,0.6875,11,1170.36363636,315939
0.025,SAFE-ALPHA,0,0.875,14,620.285714286,315939
0.025,Matched terminal weighted e-BH,0,0.75,12,1166.5,315939
0.05,SAFE-ALPHA,0,0.875,14,555.642857143,315939
0.05,Matched terminal weighted e-BH,0,0.8125,13,1160.92307692,315939
0.075,SAFE-ALPHA,0,0.875,14,522.071428571,315939
0.075,Matched terminal weighted e-BH,0,0.8125,13,1160.92307692,315939
0.1,SAFE-ALPHA,0,0.875,14,489.928571429,315939
0.1,Matched terminal weighted e-BH,0,0.875,14,1159.35714286,315939
0.125,SAFE-ALPHA,0,0.875,14,476,315939
0.125,Matched terminal weighted e-BH,0,0.875,14,1159.35714286,315939
0.15,SAFE-ALPHA,0,0.9375,15,491,315939
0.15,Matched terminal weighted e-BH,0,0.875,14,1159.35714286,315939
0.175,SAFE-ALPHA,0,0.9375,15,438.333333333,315939
0.175,Matched terminal weighted e-BH,0,0.875,14,1159.35714286,315939
0.2,SAFE-ALPHA,0,0.9375,15,424.333333333,315939
0.2,Matched terminal weighted e-BH,0,0.875,14,1159.35714286,315939
0.01,SAFE-ALPHA,0,0.1875,3,1002.66666667,315940
0.01,Matched terminal weighted e-BH,0,0.1875,3,1229,315940
0.025,SAFE-ALPHA,0,0.625,10,1075.3,315940
0.025,Matched terminal weighted e-BH,0,0.625,10,1173.5,315940
0.05,SAFE-ALPHA,0,0.6875,11,983.727272727,315940
0.05,Matched terminal weighted e-BH,0,0.6875,11,1163.54545455,315940
0.075,SAFE-ALPHA,0,0.75,12,931.416666667,315940
0.075,Matched terminal weighted e-BH,0,0.6875,11,1163.54545455,315940
0.1,SAFE-ALPHA,0,0.75,12,898.083333333,315940
0.1,Matched terminal weighted e-BH,0,0.6875,11,1163.54545455,315940
0.125,SAFE-ALPHA,0,0.75,12,847.666666667,315940
0.125,Matched terminal weighted e-BH,0,0.6875,11,1163.54545455,315940
0.15,SAFE-ALPHA,0,0.75,12,780.166666667,315940
0.15,Matched terminal weighted e-BH,0,0.75,12,1162.75,315940
0.175,SAFE-ALPHA,0,0.75,12,756.833333333,315940
0.175,Matched terminal weighted e-BH,0,0.75,12,1162.75,315940
0.2,SAFE-ALPHA,0,0.75,12,748.916666667,315940
0.2,Matched terminal weighted e-BH,0,0.75,12,1162.75,315940
0.01,SAFE-ALPHA,0,0,0,,315941
0.01,Matched terminal weighted e-BH,0,0,0,,315941
0.025,SAFE-ALPHA,0,0,0,,315941
0.025,Matched terminal weighted e-BH,0,0,0,,315941
0.05,SAFE-ALPHA,0,0,0,,315941
0.05,Matched terminal weighted e-BH,0,0,0,,315941
0.075,SAFE-ALPHA,0,0,0,,315941
0.075,Matched terminal weighted e-BH,0,0,0,,315941
0.1,SAFE-ALPHA,0,0,0,,315941
0.1,Matched terminal weighted e-BH,0,0,0,,315941
0.125,SAFE-ALPHA,0,0,0,,315941
0.125,Matched terminal weighted e-BH,0,0,0,,315941
0.15,SAFE-ALPHA,0,0.1875,3,1087.66666667,315941
0.15,Matched terminal weighted e-BH,0,0,0,,315941
0.175,SAFE-ALPHA,0,0.1875,3,1072.66666667,315941
0.175,Matched terminal weighted e-BH,0,0,0,,315941
0.2,SAFE-ALPHA,0,0.1875,3,1032.66666667,315941
0.2,Matched terminal weighted e-BH,0,0,0,,315941
0.01,SAFE-ALPHA,0,0.125,2,958.5,315942
0.01,Matched terminal weighted e-BH,0,0.125,2,1244,315942
0.025,SAFE-ALPHA,0,0.1875,3,946,315942
0.025,Matched terminal weighted e-BH,0,0.1875,3,1219,315942
0.05,SAFE-ALPHA,0,0.1875,3,892.666666667,315942
0.05,Matched terminal weighted e-BH,0,0.1875,3,1219,315942
0.075,SAFE-ALPHA,0,0.25,4,936,315942
0.075,Matched terminal weighted e-BH,0,0.25,4,1210.25,315942
0.1,SAFE-ALPHA,0,0.3125,5,939,315942
0.1,Matched terminal weighted e-BH,0,0.3125,5,1199,315942
0.125,SAFE-ALPHA,0,0.375,6,934.333333333,315942
0.125,Matched terminal weighted e-BH,0,0.3125,5,1199,315942
0.15,SAFE-ALPHA,0,0.4375,7,938.142857143,315942
0.15,Matched terminal weighted e-BH,0,0.3125,5,1199,315942
0.175,SAFE-ALPHA,0,0.4375,7,915.285714286,315942
0.175,Matched terminal weighted e-BH,0,0.4375,7,1181.85714286,315942
0.2,SAFE-ALPHA,0,0.4375,7,909.571428571,315942
0.2,Matched terminal weighted e-BH,0,0.4375,7,1181.85714286,315942
0.01,SAFE-ALPHA,0,0.5,8,1001.625,315943
0.01,Matched terminal weighted e-BH,0,0.5,8,1204.625,315943
0.025,SAFE-ALPHA,0,0.625,10,909.5,315943
0.025,Matched terminal weighted e-BH,0,0.625,10,1190,315943
0.05,SAFE-ALPHA,0,0.8125,13,867.923076923,315943
0.05,Matched terminal weighted e-BH,0,0.6875,11,1179.90909091,315943
0.075,SAFE-ALPHA,0,0.875,14,844.214285714,315943
0.075,Matched terminal weighted e-BH,0,0.8125,13,1159.76923077,315943
0.1,SAFE-ALPHA,0,0.875,14,744.928571429,315943
0.1,Matched terminal weighted e-BH,0,0.8125,13,1159.76923077,315943
0.125,SAFE-ALPHA,0,0.875,14,723.857142857,315943
0.125,Matched terminal weighted e-BH,0,0.8125,13,1159.76923077,315943
0.15,SAFE-ALPHA,0,0.875,14,700.642857143,315943
0.15,Matched terminal weighted e-BH,0,0.875,14,1157.21428571,315943
0.175,SAFE-ALPHA,0,0.875,14,684.928571429,315943
0.175,Matched terminal weighted e-BH,0,0.875,14,1157.21428571,315943
0.2,SAFE-ALPHA,0,0.875,14,670.285714286,315943
0.2,Matched terminal weighted e-BH,0,0.875,14,1157.21428571,315943
0.01,SAFE-ALPHA,0,0.875,14,664.571428571,315944
0.01,Matched terminal weighted e-BH,0,0.8125,13,1152.84615385,315944
0.025,SAFE-ALPHA,0,0.9375,15,552.333333333,315944
0.025,Matched terminal weighted e-BH,0,0.875,14,1148.64285714,315944
0.05,SAFE-ALPHA,0,1,16,458.1875,315944
0.05,Matched terminal weighted e-BH,0,0.9375,15,1147,315944
0.075,SAFE-ALPHA,0,1,16,410.375,315944
0.075,Matched terminal weighted e-BH,0,0.9375,15,1147,315944
0.1,SAFE-ALPHA,0,1,16,371.3125,315944
0.1,Matched terminal weighted e-BH,0,0.9375,15,1147,315944
0.125,SAFE-ALPHA,0,1,16,352.25,315944
0.125,Matched terminal weighted e-BH,0,1,16,1146.5,315944
0.15,SAFE-ALPHA,0,1,16,317.25,315944
0.15,Matched terminal weighted e-BH,0,1,16,1146.5,315944
0.175,SAFE-ALPHA,0,1,16,310.0625,315944
0.175,Matched terminal weighted e-BH,0,1,16,1146.5,315944
0.2,SAFE-ALPHA,0,1,16,302.875,315944
0.2,Matched terminal weighted e-BH,0,1,16,1146.5,315944
0.01,SAFE-ALPHA,0,0.3125,5,1070,315945
0.01,Matched terminal weighted e-BH,0,0.3125,5,1208,315945
0.025,SAFE-ALPHA,0,0.375,6,942.666666667,315945
0.025,Matched terminal weighted e-BH,0,0.375,6,1204,315945
0.05,SAFE-ALPHA,0,0.375,6,888.5,315945
0.05,Matched terminal weighted e-BH,0,0.375,6,1204,315945
0.075,SAFE-ALPHA,0,0.4375,7,829.571428571,315945
0.075,Matched terminal weighted e-BH,0,0.4375,7,1194.71428571,315945
0.1,SAFE-ALPHA,0,0.625,10,861.6,315945
0.1,Matched terminal weighted e-BH,0,0.4375,7,1194.71428571,315945
0.125,SAFE-ALPHA,0,0.6875,11,849.454545455,315945
0.125,Matched terminal weighted e-BH,0,0.5625,9,1170.66666667,315945
0.15,SAFE-ALPHA,0,0.75,12,826.25,315945
0.15,Matched terminal weighted e-BH,0,0.75,12,1164,315945
0.175,SAFE-ALPHA,0,0.75,12,816,315945
0.175,Matched terminal weighted e-BH,0,0.75,12,1164,315945
0.2,SAFE-ALPHA,0,0.75,12,789.333333333,315945
0.2,Matched terminal weighted e-BH,0,0.75,12,1164,315945
0.01,SAFE-ALPHA,0,0.0625,1,926,315946
0.01,Matched terminal weighted e-BH,0,0.0625,1,1259,315946
0.025,SAFE-ALPHA,0,0.0625,1,791,315946
0.025,Matched terminal weighted e-BH,0,0.0625,1,1259,315946
0.05,SAFE-ALPHA,0,0.125,2,916,315946
0.05,Matched terminal weighted e-BH,0,0.0625,1,1259,315946
0.075,SAFE-ALPHA,0,0.375,6,1026.83333333,315946
0.075,Matched terminal weighted e-BH,0,0.0625,1,1259,315946
0.1,SAFE-ALPHA,0,0.375,6,1016,315946
0.1,Matched terminal weighted e-BH,0,0.0625,1,1259,315946
0.125,SAFE-ALPHA,0,0.375,6,985.166666667,315946
0.125,Matched terminal weighted e-BH,0,0.0625,1,1259,315946
0.15,SAFE-ALPHA,0,0.4375,7,920.285714286,315946
0.15,Matched terminal weighted e-BH,0,0.125,2,1191.5,315946
0.175,SAFE-ALPHA,0,0.5625,9,942.111111111,315946
0.175,Matched terminal weighted e-BH,0,0.25,4,1176.5,315946
0.2,SAFE-ALPHA,0,0.5625,9,848.222222222,315946
0.2,Matched terminal weighted e-BH,0,0.25,4,1176.5,315946
0.01,SAFE-ALPHA,0,0.4375,7,844.571428571,315947
0.01,Matched terminal weighted e-BH,0,0.1875,3,1234,315947
0.025,SAFE-ALPHA,0,0.4375,7,745.285714286,315947
0.025,Matched terminal weighted e-BH,0,0.3125,5,1229,315947
0.05,SAFE-ALPHA,0,0.5,8,657.25,315947
0.05,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,315947
0.075,SAFE-ALPHA,0,0.5,8,631.625,315947
0.075,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,315947
0.1,SAFE-ALPHA,0,0.5,8,617.25,315947
0.1,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,315947
0.125,SAFE-ALPHA,0,0.5,8,596,315947
0.125,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,315947
0.15,SAFE-ALPHA,0,0.5,8,563.5,315947
0.15,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,315947
0.175,SAFE-ALPHA,0,0.5,8,561.625,315947
0.175,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,315947
0.2,SAFE-ALPHA,0,0.5,8,491.625,315947
0.2,Matched terminal weighted e-BH,0,0.4375,7,1205.42857143,315947
0.01,SAFE-ALPHA,0,0,0,,315948
0.01,Matched terminal weighted e-BH,0,0,0,,315948
0.025,SAFE-ALPHA,0,0,0,,315948
0.025,Matched terminal weighted e-BH,0,0,0,,315948
0.05,SAFE-ALPHA,0,0,0,,315948
0.05,Matched terminal weighted e-BH,0,0,0,,315948
0.075,SAFE-ALPHA,0,0.0625,1,1186,315948
0.075,Matched terminal weighted e-BH,0,0,0,,315948
0.1,SAFE-ALPHA,0,0.0625,1,1131,315948
0.1,Matched terminal weighted e-BH,0,0,0,,315948
0.125,SAFE-ALPHA,0,0.0625,1,1131,315948
0.125,Matched terminal weighted e-BH,0,0.0625,1,1229,315948
0.15,SAFE-ALPHA,0,0.0625,1,1091,315948
0.15,Matched terminal weighted e-BH,0,0.0625,1,1229,315948
0.175,SAFE-ALPHA,0,0.125,2,1166,315948
0.175,Matched terminal weighted e-BH,0,0.0625,1,1229,315948
0.2,SAFE-ALPHA,0,0.125,2,1163.5,315948
0.2,Matched terminal weighted e-BH,0,0.125,2,1244,315948
0.01,SAFE-ALPHA,0,0.375,6,970.166666667,315949
0.01,Matched terminal weighted e-BH,0,0.3125,5,1229,315949
0.025,SAFE-ALPHA,0,0.5,8,924.125,315949
0.025,Matched terminal weighted e-BH,0,0.5,8,1199,315949
0.05,SAFE-ALPHA,0,0.6875,11,858.272727273,315949
0.05,Matched terminal weighted e-BH,0,0.6875,11,1182.63636364,315949
0.075,SAFE-ALPHA,0,0.75,12,792.25,315949
0.075,Matched terminal weighted e-BH,0,0.75,12,1172.75,315949
0.1,SAFE-ALPHA,0,0.75,12,728.5,315949
0.1,Matched terminal weighted e-BH,0,0.75,12,1172.75,315949
0.125,SAFE-ALPHA,0,0.75,12,694.75,315949
0.125,Matched terminal weighted e-BH,0,0.75,12,1172.75,315949
0.15,SAFE-ALPHA,0,0.75,12,686.416666667,315949
0.15,Matched terminal weighted e-BH,0,0.75,12,1172.75,315949
0.175,SAFE-ALPHA,0,0.75,12,658.5,315949
0.175,Matched terminal weighted e-BH,0,0.75,12,1172.75,315949
0.2,SAFE-ALPHA,0,0.75,12,642.666666667,315949
0.2,Matched terminal weighted e-BH,0,0.75,12,1172.75,315949
0.01,SAFE-ALPHA,0,0.3125,5,1029,315950
0.01,Matched terminal weighted e-BH,0,0.3125,5,1187,315950
0.025,SAFE-ALPHA,0,0.375,6,981.833333333,315950
0.025,Matched terminal weighted e-BH,0,0.375,6,1199,315950
0.05,SAFE-ALPHA,0,0.5,8,906,315950
0.05,Matched terminal weighted e-BH,0,0.5,8,1178.375,315950
0.075,SAFE-ALPHA,0,0.5,8,847.25,315950
0.075,Matched terminal weighted e-BH,0,0.5,8,1178.375,315950
0.1,SAFE-ALPHA,0,0.5,8,802.875,315950
0.1,Matched terminal weighted e-BH,0,0.5,8,1178.375,315950
0.125,SAFE-ALPHA,0,0.5625,9,821.555555556,315950
0.125,Matched terminal weighted e-BH,0,0.5,8,1178.375,315950
0.15,SAFE-ALPHA,0,0.5625,9,804.888888889,315950
0.15,Matched terminal weighted e-BH,0,0.5,8,1178.375,315950
0.175,SAFE-ALPHA,0,0.5625,9,794.888888889,315950
0.175,Matched terminal weighted e-BH,0,0.5,8,1178.375,315950
0.2,SAFE-ALPHA,0,0.625,10,809,315950
0.2,Matched terminal weighted e-BH,0,0.5,8,1178.375,315950
0.01,SAFE-ALPHA,0,0,0,,315951
0.01,Matched terminal weighted e-BH,0,0,0,,315951
0.025,SAFE-ALPHA,0,0,0,,315951
0.025,Matched terminal weighted e-BH,0,0,0,,315951
0.05,SAFE-ALPHA,0,0,0,,315951
0.05,Matched terminal weighted e-BH,0,0,0,,315951
0.075,SAFE-ALPHA,0,0,0,,315951
0.075,Matched terminal weighted e-BH,0,0,0,,315951
0.1,SAFE-ALPHA,0,0.0625,1,1071,315951
0.1,Matched terminal weighted e-BH,0,0,0,,315951
0.125,SAFE-ALPHA,0,0.125,2,641,315951
0.125,Matched terminal weighted e-BH,0,0,0,,315951
0.15,SAFE-ALPHA,0,0.125,2,628.5,315951
0.15,Matched terminal weighted e-BH,0,0,0,,315951
0.175,SAFE-ALPHA,0,0.125,2,621,315951
0.175,Matched terminal weighted e-BH,0,0,0,,315951
0.2,SAFE-ALPHA,0,0.125,2,621,315951
0.2,Matched terminal weighted e-BH,0,0,0,,315951
0.01,SAFE-ALPHA,0,0.375,6,913.5,315952
0.01,Matched terminal weighted e-BH,0,0.1875,3,1219,315952
0.025,SAFE-ALPHA,0,0.6875,11,871.454545455,315952
0.025,Matched terminal weighted e-BH,0,0.4375,7,1179.71428571,315952
0.05,SAFE-ALPHA,0,0.8125,13,852.923076923,315952
0.05,Matched terminal weighted e-BH,0,0.5625,9,1169,315952
0.075,SAFE-ALPHA,0,0.8125,13,757.153846154,315952
0.075,Matched terminal weighted e-BH,0,0.5625,9,1169,315952
0.1,SAFE-ALPHA,0,0.8125,13,714.461538462,315952
0.1,Matched terminal weighted e-BH,0,0.625,10,1161.5,315952
0.125,SAFE-ALPHA,0,0.8125,13,632.153846154,315952
0.125,Matched terminal weighted e-BH,0,0.6875,11,1166.27272727,315952
0.15,SAFE-ALPHA,0,0.8125,13,590.230769231,315952
0.15,Matched terminal weighted e-BH,0,0.6875,11,1166.27272727,315952
0.175,SAFE-ALPHA,0,0.8125,13,567.923076923,315952
0.175,Matched terminal weighted e-BH,0,0.6875,11,1166.27272727,315952
0.2,SAFE-ALPHA,0,0.8125,13,560.615384615,315952
0.2,Matched terminal weighted e-BH,0,0.8125,13,1169,315952
0.01,SAFE-ALPHA,0,0.75,12,785.166666667,315953
0.01,Matched terminal weighted e-BH,0,0.5625,9,1190.66666667,315953
0.025,SAFE-ALPHA,0,0.8125,13,719.846153846,315953
0.025,Matched terminal weighted e-BH,0,0.75,12,1170.25,315953
0.05,SAFE-ALPHA,0,0.8125,13,575.230769231,315953
0.05,Matched terminal weighted e-BH,0,0.8125,13,1157.46153846,315953
0.075,SAFE-ALPHA,0,0.875,14,566.357142857,315953
0.075,Matched terminal weighted e-BH,0,0.8125,13,1157.46153846,315953
0.1,SAFE-ALPHA,0,0.875,14,528.857142857,315953
0.1,Matched terminal weighted e-BH,0,0.875,14,1152.92857143,315953
0.125,SAFE-ALPHA,0,0.875,14,515.285714286,315953
0.125,Matched terminal weighted e-BH,0,0.875,14,1152.92857143,315953
0.15,SAFE-ALPHA,0,0.875,14,502.785714286,315953
0.15,Matched terminal weighted e-BH,0,0.875,14,1152.92857143,315953
0.175,SAFE-ALPHA,0,0.875,14,438.857142857,315953
0.175,Matched terminal weighted e-BH,0,0.875,14,1152.92857143,315953
0.2,SAFE-ALPHA,0,0.875,14,426,315953
0.2,Matched terminal weighted e-BH,0,0.875,14,1152.92857143,315953
0.01,SAFE-ALPHA,0,0.5,8,691,315954
0.01,Matched terminal weighted e-BH,0,0.1875,3,1224,315954
0.025,SAFE-ALPHA,0,0.75,12,625.583333333,315954
0.025,Matched terminal weighted e-BH,0,0.375,6,1196.5,315954
0.05,SAFE-ALPHA,0,0.8125,13,590.230769231,315954
0.05,Matched terminal weighted e-BH,0,0.4375,7,1173.28571429,315954
0.075,SAFE-ALPHA,0,0.8125,13,549.461538462,315954
0.075,Matched terminal weighted e-BH,0,0.625,10,1149.5,315954
0.1,SAFE-ALPHA,0,0.9375,15,544.333333333,315954
0.1,Matched terminal weighted e-BH,0,0.75,12,1164,315954
0.125,SAFE-ALPHA,0,0.9375,15,515.333333333,315954
0.125,Matched terminal weighted e-BH,0,0.75,12,1164,315954
0.15,SAFE-ALPHA,0,0.9375,15,496.666666667,315954
0.15,Matched terminal weighted e-BH,0,0.75,12,1164,315954
0.175,SAFE-ALPHA,0,0.9375,15,443,315954
0.175,Matched terminal weighted e-BH,0,0.75,12,1164,315954
0.2,SAFE-ALPHA,0,0.9375,15,435.666666667,315954
0.2,Matched terminal weighted e-BH,0,0.75,12,1164,315954
0.01,SAFE-ALPHA,0,0,0,,315955
0.01,Matched terminal weighted e-BH,0,0,0,,315955
0.025,SAFE-ALPHA,0,0,0,,315955
0.025,Matched terminal weighted e-BH,0,0,0,,315955
0.05,SAFE-ALPHA,0,0,0,,315955
0.05,Matched terminal weighted e-BH,0,0,0,,315955
0.075,SAFE-ALPHA,0,0,0,,315955
0.075,Matched terminal weighted e-BH,0,0,0,,315955
0.1,SAFE-ALPHA,0,0.3125,5,986,315955
0.1,Matched terminal weighted e-BH,0,0,0,,315955
0.125,SAFE-ALPHA,0,0.3125,5,857,315955
0.125,Matched terminal weighted e-BH,0,0,0,,315955
0.15,SAFE-ALPHA,0,0.3125,5,761,315955
0.15,Matched terminal weighted e-BH,0,0,0,,315955
0.175,SAFE-ALPHA,0,0.3125,5,758,315955
0.175,Matched terminal weighted e-BH,0,0,0,,315955
0.2,SAFE-ALPHA,0,0.4375,7,812.428571429,315955
0.2,Matched terminal weighted e-BH,0,0,0,,315955
0.01,SAFE-ALPHA,0,0.5,8,830.375,315956
0.01,Matched terminal weighted e-BH,0,0.5,8,1193.375,315956
0.025,SAFE-ALPHA,0,0.5625,9,711,315956
0.025,Matched terminal weighted e-BH,0,0.5625,9,1160.66666667,315956
0.05,SAFE-ALPHA,0,0.5625,9,649.333333333,315956
0.05,Matched terminal weighted e-BH,0,0.5625,9,1160.66666667,315956
0.075,SAFE-ALPHA,0,0.5625,9,507.666666667,315956
0.075,Matched terminal weighted e-BH,0,0.5625,9,1160.66666667,315956
0.1,SAFE-ALPHA,0,0.5625,9,466.555555556,315956
0.1,Matched terminal weighted e-BH,0,0.5625,9,1160.66666667,315956
0.125,SAFE-ALPHA,0,0.5625,9,388.777777778,315956
0.125,Matched terminal weighted e-BH,0,0.5625,9,1160.66666667,315956
0.15,SAFE-ALPHA,0,0.5625,9,384.333333333,315956
0.15,Matched terminal weighted e-BH,0,0.5625,9,1160.66666667,315956
0.175,SAFE-ALPHA,0,0.6875,11,493.727272727,315956
0.175,Matched terminal weighted e-BH,0,0.5625,9,1160.66666667,315956
0.2,SAFE-ALPHA,0,0.75,12,499.75,315956
