design,annual_sharpe,correlation,seed,rank_bin,true_proposals,true_promotions
telescoping-fixed,1.5,0.5,316050,21-35,2,0
telescoping-fixed,1.5,0.5,316050,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316050,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316050,6-10,3,3
campaign75-fixed-daily,1.5,0.5,316050,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316050,21-35,2,2
campaign75-fixed-daily,1.5,0.5,316050,36-50,0,0
telescoping-fixed,1.5,0.5,316051,1-5,5,5
telescoping-fixed,1.5,0.5,316051,6-10,5,5
telescoping-fixed,1.5,0.5,316051,11-20,6,1
telescoping-fixed,1.5,0.5,316051,21-35,0,0
telescoping-fixed,1.5,0.5,316051,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316051,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316051,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316051,11-20,6,3
campaign75-fixed-daily,1.5,0.5,316051,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316051,36-50,0,0
telescoping-fixed,1.5,0.5,316052,1-5,5,5
telescoping-fixed,1.5,0.5,316052,6-10,5,5
telescoping-fixed,1.5,0.5,316052,11-20,6,4
telescoping-fixed,1.5,0.5,316052,21-35,0,0
telescoping-fixed,1.5,0.5,316052,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316052,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316052,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316052,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316052,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316052,36-50,0,0
telescoping-fixed,1.5,0.5,316053,1-5,5,4
telescoping-fixed,1.5,0.5,316053,6-10,5,3
telescoping-fixed,1.5,0.5,316053,11-20,5,0
telescoping-fixed,1.5,0.5,316053,21-35,1,0
telescoping-fixed,1.5,0.5,316053,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316053,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316053,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316053,11-20,5,3
campaign75-fixed-daily,1.5,0.5,316053,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316053,36-50,0,0
telescoping-fixed,1.5,0.5,316054,1-5,5,3
telescoping-fixed,1.5,0.5,316054,6-10,5,3
telescoping-fixed,1.5,0.5,316054,11-20,5,1
telescoping-fixed,1.5,0.5,316054,21-35,0,0
telescoping-fixed,1.5,0.5,316054,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316054,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316054,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316054,11-20,5,1
campaign75-fixed-daily,1.5,0.5,316054,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316054,36-50,1,0
telescoping-fixed,1.5,0.5,316055,1-5,4,4
telescoping-fixed,1.5,0.5,316055,6-10,5,5
telescoping-fixed,1.5,0.5,316055,11-20,6,4
telescoping-fixed,1.5,0.5,316055,21-35,1,0
telescoping-fixed,1.5,0.5,316055,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316055,1-5,4,4
campaign75-fixed-daily,1.5,0.5,316055,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316055,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316055,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316055,36-50,0,0
telescoping-fixed,1.5,0.5,316056,1-5,5,4
telescoping-fixed,1.5,0.5,316056,6-10,5,3
telescoping-fixed,1.5,0.5,316056,11-20,5,1
telescoping-fixed,1.5,0.5,316056,21-35,1,0
telescoping-fixed,1.5,0.5,316056,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316056,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316056,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316056,11-20,5,3
campaign75-fixed-daily,1.5,0.5,316056,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316056,36-50,0,0
telescoping-fixed,1.5,0.5,316057,1-5,5,5
telescoping-fixed,1.5,0.5,316057,6-10,5,5
telescoping-fixed,1.5,0.5,316057,11-20,4,4
telescoping-fixed,1.5,0.5,316057,21-35,2,1
telescoping-fixed,1.5,0.5,316057,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316057,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316057,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316057,11-20,4,4
campaign75-fixed-daily,1.5,0.5,316057,21-35,2,2
campaign75-fixed-daily,1.5,0.5,316057,36-50,0,0
telescoping-fixed,1.5,0.5,316058,1-5,5,5
telescoping-fixed,1.5,0.5,316058,6-10,3,2
telescoping-fixed,1.5,0.5,316058,11-20,7,2
telescoping-fixed,1.5,0.5,316058,21-35,1,0
telescoping-fixed,1.5,0.5,316058,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316058,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316058,6-10,3,2
campaign75-fixed-daily,1.5,0.5,316058,11-20,7,4
campaign75-fixed-daily,1.5,0.5,316058,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316058,36-50,0,0
telescoping-fixed,1.5,0.5,316059,1-5,5,4
telescoping-fixed,1.5,0.5,316059,6-10,5,2
telescoping-fixed,1.5,0.5,316059,11-20,5,1
telescoping-fixed,1.5,0.5,316059,21-35,1,0
telescoping-fixed,1.5,0.5,316059,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316059,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316059,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316059,11-20,5,2
campaign75-fixed-daily,1.5,0.5,316059,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316059,36-50,0,0
telescoping-fixed,1.5,0.5,316060,1-5,5,5
telescoping-fixed,1.5,0.5,316060,6-10,5,5
telescoping-fixed,1.5,0.5,316060,11-20,5,5
telescoping-fixed,1.5,0.5,316060,21-35,0,0
telescoping-fixed,1.5,0.5,316060,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316060,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316060,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316060,11-20,5,5
campaign75-fixed-daily,1.5,0.5,316060,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316060,36-50,1,1
telescoping-fixed,1.5,0.5,316061,1-5,5,5
telescoping-fixed,1.5,0.5,316061,6-10,4,4
telescoping-fixed,1.5,0.5,316061,11-20,6,2
telescoping-fixed,1.5,0.5,316061,21-35,1,0
telescoping-fixed,1.5,0.5,316061,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316061,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316061,6-10,4,4
campaign75-fixed-daily,1.5,0.5,316061,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316061,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316061,36-50,0,0
telescoping-fixed,1.5,0.5,316062,1-5,5,5
telescoping-fixed,1.5,0.5,316062,6-10,5,1
telescoping-fixed,1.5,0.5,316062,11-20,4,2
telescoping-fixed,1.5,0.5,316062,21-35,1,0
telescoping-fixed,1.5,0.5,316062,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316062,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316062,6-10,5,1
campaign75-fixed-daily,1.5,0.5,316062,11-20,4,3
campaign75-fixed-daily,1.5,0.5,316062,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316062,36-50,1,0
telescoping-fixed,1.5,0.5,316063,1-5,5,4
telescoping-fixed,1.5,0.5,316063,6-10,5,1
telescoping-fixed,1.5,0.5,316063,11-20,5,0
telescoping-fixed,1.5,0.5,316063,21-35,0,0
telescoping-fixed,1.5,0.5,316063,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316063,1-5,5,0
campaign75-fixed-daily,1.5,0.5,316063,6-10,5,1
campaign75-fixed-daily,1.5,0.5,316063,11-20,5,0
campaign75-fixed-daily,1.5,0.5,316063,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316063,36-50,1,0
telescoping-fixed,1.5,0.5,316064,1-5,5,5
telescoping-fixed,1.5,0.5,316064,6-10,4,4
telescoping-fixed,1.5,0.5,316064,11-20,7,6
telescoping-fixed,1.5,0.5,316064,21-35,0,0
telescoping-fixed,1.5,0.5,316064,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316064,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316064,6-10,4,4
campaign75-fixed-daily,1.5,0.5,316064,11-20,7,6
campaign75-fixed-daily,1.5,0.5,316064,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316064,36-50,0,0
telescoping-fixed,1.5,0.5,316065,1-5,5,5
telescoping-fixed,1.5,0.5,316065,6-10,5,3
telescoping-fixed,1.5,0.5,316065,11-20,5,0
telescoping-fixed,1.5,0.5,316065,21-35,1,0
telescoping-fixed,1.5,0.5,316065,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316065,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316065,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316065,11-20,5,3
campaign75-fixed-daily,1.5,0.5,316065,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316065,36-50,0,0
telescoping-fixed,1.5,0.5,316066,1-5,5,5
telescoping-fixed,1.5,0.5,316066,6-10,5,4
telescoping-fixed,1.5,0.5,316066,11-20,6,2
telescoping-fixed,1.5,0.5,316066,21-35,0,0
telescoping-fixed,1.5,0.5,316066,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316066,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316066,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316066,11-20,6,4
campaign75-fixed-daily,1.5,0.5,316066,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316066,36-50,0,0
telescoping-fixed,1.5,0.5,316067,1-5,5,5
telescoping-fixed,1.5,0.5,316067,6-10,4,4
telescoping-fixed,1.5,0.5,316067,11-20,7,2
telescoping-fixed,1.5,0.5,316067,21-35,0,0
telescoping-fixed,1.5,0.5,316067,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316067,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316067,6-10,4,4
campaign75-fixed-daily,1.5,0.5,316067,11-20,7,4
campaign75-fixed-daily,1.5,0.5,316067,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316067,36-50,0,0
telescoping-fixed,1.5,0.5,316068,1-5,5,5
telescoping-fixed,1.5,0.5,316068,6-10,5,4
telescoping-fixed,1.5,0.5,316068,11-20,5,0
telescoping-fixed,1.5,0.5,316068,21-35,1,0
telescoping-fixed,1.5,0.5,316068,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316068,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316068,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316068,11-20,5,1
campaign75-fixed-daily,1.5,0.5,316068,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316068,36-50,0,0
telescoping-fixed,1.5,0.5,316069,1-5,5,5
telescoping-fixed,1.5,0.5,316069,6-10,5,5
telescoping-fixed,1.5,0.5,316069,11-20,4,2
telescoping-fixed,1.5,0.5,316069,21-35,1,0
telescoping-fixed,1.5,0.5,316069,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316069,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316069,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316069,11-20,4,3
campaign75-fixed-daily,1.5,0.5,316069,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316069,36-50,1,0
telescoping-fixed,1.5,0.5,316070,1-5,5,5
telescoping-fixed,1.5,0.5,316070,6-10,4,4
telescoping-fixed,1.5,0.5,316070,11-20,6,6
telescoping-fixed,1.5,0.5,316070,21-35,1,1
telescoping-fixed,1.5,0.5,316070,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316070,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316070,6-10,4,4
campaign75-fixed-daily,1.5,0.5,316070,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316070,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316070,36-50,0,0
telescoping-fixed,1.5,0.5,316071,1-5,5,5
telescoping-fixed,1.5,0.5,316071,6-10,5,4
telescoping-fixed,1.5,0.5,316071,11-20,6,4
telescoping-fixed,1.5,0.5,316071,21-35,0,0
telescoping-fixed,1.5,0.5,316071,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316071,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316071,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316071,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316071,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316071,36-50,0,0
telescoping-fixed,1.5,0.5,316072,1-5,5,5
telescoping-fixed,1.5,0.5,316072,6-10,5,4
telescoping-fixed,1.5,0.5,316072,11-20,4,1
telescoping-fixed,1.5,0.5,316072,21-35,1,0
telescoping-fixed,1.5,0.5,316072,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316072,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316072,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316072,11-20,4,2
campaign75-fixed-daily,1.5,0.5,316072,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316072,36-50,1,0
telescoping-fixed,1.5,0.5,316073,1-5,5,4
telescoping-fixed,1.5,0.5,316073,6-10,5,2
telescoping-fixed,1.5,0.5,316073,11-20,5,0
telescoping-fixed,1.5,0.5,316073,21-35,0,0
telescoping-fixed,1.5,0.5,316073,36-50,1,0
campaign75-fixed-daily,1.5,0.5,316073,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316073,6-10,5,2
campaign75-fixed-daily,1.5,0.5,316073,11-20,5,0
campaign75-fixed-daily,1.5,0.5,316073,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316073,36-50,1,0
telescoping-fixed,1.5,0.5,316074,1-5,5,5
telescoping-fixed,1.5,0.5,316074,6-10,5,5
telescoping-fixed,1.5,0.5,316074,11-20,6,4
telescoping-fixed,1.5,0.5,316074,21-35,0,0
telescoping-fixed,1.5,0.5,316074,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316074,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316074,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316074,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316074,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316074,36-50,0,0
telescoping-fixed,1.5,0.5,316075,1-5,5,5
telescoping-fixed,1.5,0.5,316075,6-10,5,5
telescoping-fixed,1.5,0.5,316075,11-20,5,3
telescoping-fixed,1.5,0.5,316075,21-35,1,0
telescoping-fixed,1.5,0.5,316075,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316075,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316075,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316075,11-20,5,4
campaign75-fixed-daily,1.5,0.5,316075,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316075,36-50,0,0
telescoping-fixed,1.5,0.5,316076,1-5,5,4
telescoping-fixed,1.5,0.5,316076,6-10,4,2
telescoping-fixed,1.5,0.5,316076,11-20,7,0
telescoping-fixed,1.5,0.5,316076,21-35,0,0
telescoping-fixed,1.5,0.5,316076,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316076,1-5,5,2
campaign75-fixed-daily,1.5,0.5,316076,6-10,4,2
campaign75-fixed-daily,1.5,0.5,316076,11-20,7,1
campaign75-fixed-daily,1.5,0.5,316076,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316076,36-50,0,0
telescoping-fixed,1.5,0.5,316077,1-5,5,5
telescoping-fixed,1.5,0.5,316077,6-10,5,4
telescoping-fixed,1.5,0.5,316077,11-20,5,4
telescoping-fixed,1.5,0.5,316077,21-35,1,1
telescoping-fixed,1.5,0.5,316077,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316077,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316077,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316077,11-20,5,5
campaign75-fixed-daily,1.5,0.5,316077,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316077,36-50,0,0
telescoping-fixed,1.5,0.5,316078,1-5,5,4
telescoping-fixed,1.5,0.5,316078,6-10,4,1
telescoping-fixed,1.5,0.5,316078,11-20,6,3
telescoping-fixed,1.5,0.5,316078,21-35,1,0
telescoping-fixed,1.5,0.5,316078,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316078,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316078,6-10,4,1
campaign75-fixed-daily,1.5,0.5,316078,11-20,6,3
campaign75-fixed-daily,1.5,0.5,316078,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316078,36-50,0,0
telescoping-fixed,1.5,0.5,316079,1-5,5,1
telescoping-fixed,1.5,0.5,316079,6-10,5,0
telescoping-fixed,1.5,0.5,316079,11-20,5,0
telescoping-fixed,1.5,0.5,316079,21-35,1,0
telescoping-fixed,1.5,0.5,316079,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316079,1-5,5,0
campaign75-fixed-daily,1.5,0.5,316079,6-10,5,0
campaign75-fixed-daily,1.5,0.5,316079,11-20,5,0
campaign75-fixed-daily,1.5,0.5,316079,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316079,36-50,0,0
telescoping-fixed,1.5,0.5,316080,1-5,5,2
telescoping-fixed,1.5,0.5,316080,6-10,5,2
telescoping-fixed,1.5,0.5,316080,11-20,6,4
telescoping-fixed,1.5,0.5,316080,21-35,0,0
telescoping-fixed,1.5,0.5,316080,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316080,1-5,5,2
campaign75-fixed-daily,1.5,0.5,316080,6-10,5,2
campaign75-fixed-daily,1.5,0.5,316080,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316080,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316080,36-50,0,0
telescoping-fixed,1.5,0.5,316081,1-5,5,5
telescoping-fixed,1.5,0.5,316081,6-10,5,5
telescoping-fixed,1.5,0.5,316081,11-20,4,3
telescoping-fixed,1.5,0.5,316081,21-35,2,1
telescoping-fixed,1.5,0.5,316081,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316081,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316081,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316081,11-20,4,3
campaign75-fixed-daily,1.5,0.5,316081,21-35,2,1
campaign75-fixed-daily,1.5,0.5,316081,36-50,0,0
telescoping-fixed,1.5,0.5,316082,1-5,5,5
telescoping-fixed,1.5,0.5,316082,6-10,5,4
telescoping-fixed,1.5,0.5,316082,11-20,6,1
telescoping-fixed,1.5,0.5,316082,21-35,0,0
telescoping-fixed,1.5,0.5,316082,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316082,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316082,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316082,11-20,6,2
campaign75-fixed-daily,1.5,0.5,316082,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316082,36-50,0,0
telescoping-fixed,1.5,0.5,316083,1-5,5,5
telescoping-fixed,1.5,0.5,316083,6-10,5,3
telescoping-fixed,1.5,0.5,316083,11-20,6,5
telescoping-fixed,1.5,0.5,316083,21-35,0,0
telescoping-fixed,1.5,0.5,316083,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316083,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316083,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316083,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316083,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316083,36-50,0,0
telescoping-fixed,1.5,0.5,316084,1-5,5,4
telescoping-fixed,1.5,0.5,316084,6-10,5,0
telescoping-fixed,1.5,0.5,316084,11-20,5,1
telescoping-fixed,1.5,0.5,316084,21-35,1,0
telescoping-fixed,1.5,0.5,316084,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316084,1-5,5,2
campaign75-fixed-daily,1.5,0.5,316084,6-10,5,0
campaign75-fixed-daily,1.5,0.5,316084,11-20,5,1
campaign75-fixed-daily,1.5,0.5,316084,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316084,36-50,0,0
telescoping-fixed,1.5,0.5,316085,1-5,5,4
telescoping-fixed,1.5,0.5,316085,6-10,5,5
telescoping-fixed,1.5,0.5,316085,11-20,6,2
telescoping-fixed,1.5,0.5,316085,21-35,0,0
telescoping-fixed,1.5,0.5,316085,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316085,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316085,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316085,11-20,6,3
campaign75-fixed-daily,1.5,0.5,316085,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316085,36-50,0,0
telescoping-fixed,1.5,0.5,316086,1-5,5,5
telescoping-fixed,1.5,0.5,316086,6-10,5,4
telescoping-fixed,1.5,0.5,316086,11-20,5,1
telescoping-fixed,1.5,0.5,316086,21-35,1,0
telescoping-fixed,1.5,0.5,316086,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316086,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316086,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316086,11-20,5,2
campaign75-fixed-daily,1.5,0.5,316086,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316086,36-50,0,0
telescoping-fixed,1.5,0.5,316087,1-5,5,2
telescoping-fixed,1.5,0.5,316087,6-10,4,0
telescoping-fixed,1.5,0.5,316087,11-20,5,0
telescoping-fixed,1.5,0.5,316087,21-35,2,0
telescoping-fixed,1.5,0.5,316087,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316087,1-5,5,1
campaign75-fixed-daily,1.5,0.5,316087,6-10,4,0
campaign75-fixed-daily,1.5,0.5,316087,11-20,5,0
campaign75-fixed-daily,1.5,0.5,316087,21-35,2,0
campaign75-fixed-daily,1.5,0.5,316087,36-50,0,0
telescoping-fixed,1.5,0.5,316088,1-5,5,4
telescoping-fixed,1.5,0.5,316088,6-10,5,2
telescoping-fixed,1.5,0.5,316088,11-20,6,0
telescoping-fixed,1.5,0.5,316088,21-35,0,0
telescoping-fixed,1.5,0.5,316088,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316088,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316088,6-10,5,2
campaign75-fixed-daily,1.5,0.5,316088,11-20,6,0
campaign75-fixed-daily,1.5,0.5,316088,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316088,36-50,0,0
telescoping-fixed,1.5,0.5,316089,1-5,5,5
telescoping-fixed,1.5,0.5,316089,6-10,5,3
telescoping-fixed,1.5,0.5,316089,11-20,4,1
telescoping-fixed,1.5,0.5,316089,21-35,2,0
telescoping-fixed,1.5,0.5,316089,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316089,1-5,5,4
campaign75-fixed-daily,1.5,0.5,316089,6-10,5,4
campaign75-fixed-daily,1.5,0.5,316089,11-20,4,2
campaign75-fixed-daily,1.5,0.5,316089,21-35,2,0
campaign75-fixed-daily,1.5,0.5,316089,36-50,0,0
telescoping-fixed,1.5,0.5,316090,1-5,5,3
telescoping-fixed,1.5,0.5,316090,6-10,5,3
telescoping-fixed,1.5,0.5,316090,11-20,5,0
telescoping-fixed,1.5,0.5,316090,21-35,1,0
telescoping-fixed,1.5,0.5,316090,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316090,1-5,5,3
campaign75-fixed-daily,1.5,0.5,316090,6-10,5,3
campaign75-fixed-daily,1.5,0.5,316090,11-20,5,2
campaign75-fixed-daily,1.5,0.5,316090,21-35,1,1
campaign75-fixed-daily,1.5,0.5,316090,36-50,0,0
telescoping-fixed,1.5,0.5,316091,1-5,5,5
telescoping-fixed,1.5,0.5,316091,6-10,5,5
telescoping-fixed,1.5,0.5,316091,11-20,6,6
telescoping-fixed,1.5,0.5,316091,21-35,0,0
telescoping-fixed,1.5,0.5,316091,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316091,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316091,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316091,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316091,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316091,36-50,0,0
telescoping-fixed,1.5,0.5,316092,1-5,5,5
telescoping-fixed,1.5,0.5,316092,6-10,5,5
telescoping-fixed,1.5,0.5,316092,11-20,6,1
telescoping-fixed,1.5,0.5,316092,21-35,0,0
telescoping-fixed,1.5,0.5,316092,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316092,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316092,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316092,11-20,6,1
campaign75-fixed-daily,1.5,0.5,316092,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316092,36-50,0,0
telescoping-fixed,1.5,0.5,316093,1-5,5,5
telescoping-fixed,1.5,0.5,316093,6-10,5,5
telescoping-fixed,1.5,0.5,316093,11-20,6,6
telescoping-fixed,1.5,0.5,316093,21-35,0,0
telescoping-fixed,1.5,0.5,316093,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316093,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316093,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316093,11-20,6,6
campaign75-fixed-daily,1.5,0.5,316093,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316093,36-50,0,0
telescoping-fixed,1.5,0.5,316094,1-5,5,5
telescoping-fixed,1.5,0.5,316094,6-10,5,5
telescoping-fixed,1.5,0.5,316094,11-20,6,2
telescoping-fixed,1.5,0.5,316094,21-35,0,0
telescoping-fixed,1.5,0.5,316094,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316094,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316094,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316094,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316094,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316094,36-50,0,0
telescoping-fixed,1.5,0.5,316095,1-5,5,5
telescoping-fixed,1.5,0.5,316095,6-10,5,5
telescoping-fixed,1.5,0.5,316095,11-20,5,3
telescoping-fixed,1.5,0.5,316095,21-35,1,0
telescoping-fixed,1.5,0.5,316095,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316095,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316095,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316095,11-20,5,4
campaign75-fixed-daily,1.5,0.5,316095,21-35,1,0
campaign75-fixed-daily,1.5,0.5,316095,36-50,0,0
telescoping-fixed,1.5,0.5,316096,1-5,5,5
telescoping-fixed,1.5,0.5,316096,6-10,5,5
telescoping-fixed,1.5,0.5,316096,11-20,6,3
telescoping-fixed,1.5,0.5,316096,21-35,0,0
telescoping-fixed,1.5,0.5,316096,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316096,1-5,5,5
campaign75-fixed-daily,1.5,0.5,316096,6-10,5,5
campaign75-fixed-daily,1.5,0.5,316096,11-20,6,5
campaign75-fixed-daily,1.5,0.5,316096,21-35,0,0
campaign75-fixed-daily,1.5,0.5,316096,36-50,0,0
telescoping-fixed,1.5,0.5,316097,1-5,5,5
telescoping-fixed,1.5,0.5,316097,6-10,5,3
telescoping-fixed,1.5,0.5,316097,11-20,5,3
telescoping-fixed,1.5,0.5,316097,21-35,1,0
telescoping-fixed,1.5,0.5,316097,36-50,0,0
campaign75-fixed-daily,1.5,0.5,316097,1-5,5,5
